,Min Date,Over 10 Years
BZQ,2009-06-19 00:00:00-04:00,True
PSMJ,2021-07-02 00:00:00-04:00,False
EFAS,2016-12-15 00:00:00-05:00,False
TCHI,2022-02-01 00:00:00-05:00,False
ITDG,2023-10-27 00:00:00-04:00,False
WBIL,2014-08-27 00:00:00-04:00,False
SPSB,2010-01-04 00:00:00-05:00,True
BWX,2007-10-11 00:00:00-04:00,True
SCHR,2010-08-05 00:00:00-04:00,True
CMCI,2023-08-23 00:00:00-04:00,False
UEVM,2017-10-27 00:00:00-04:00,False
DUST,2010-12-08 00:00:00-05:00,True
TLTW,2022-08-23 00:00:00-04:00,False
QQQU,2024-03-07 00:00:00-05:00,False
IHY,2012-04-03 00:00:00-04:00,True
IBTG,2020-02-28 00:00:00-05:00,False
XTL,2011-01-27 00:00:00-05:00,True
AMID,2022-08-17 00:00:00-04:00,False
CVAR,2021-12-23 00:00:00-05:00,False
DRIV,2018-04-17 00:00:00-04:00,False
ZTWO,2024-01-19 00:00:00-05:00,False
IVVM,2023-07-03 00:00:00-04:00,False
IXJ,2001-11-26 00:00:00-05:00,True
ESGA,2020-07-17 00:00:00-04:00,False
DDEC,2020-12-21 00:00:00-05:00,False
EFAD,2014-08-21 00:00:00-04:00,False
EFO,2009-06-04 00:00:00-04:00,True
IBDP,2015-03-12 00:00:00-04:00,False
IHI,2006-05-05 00:00:00-04:00,True
JPME,2016-06-21 00:00:00-04:00,False
RAFE,2019-12-19 00:00:00-05:00,False
REM,2007-05-04 00:00:00-04:00,True
INQQ,2022-04-06 00:00:00-04:00,False
CWB,2009-04-16 00:00:00-04:00,True
FLAU,2017-11-06 00:00:00-05:00,False
NVDL,2022-12-13 00:00:00-05:00,False
OCTJ,2023-10-02 00:00:00-04:00,False
BAMD,2024-03-13 00:00:00-04:00,False
EUDG,2014-05-07 00:00:00-04:00,True
MART,2023-03-01 00:00:00-05:00,False
FEX,2007-05-10 00:00:00-04:00,True
GJAN,2023-01-23 00:00:00-05:00,False
INCE,2016-09-22 00:00:00-04:00,False
QAI,2009-03-25 00:00:00-04:00,True
REET,2014-07-10 00:00:00-04:00,False
USIG,2007-01-11 00:00:00-05:00,True
CCSO,2022-09-21 00:00:00-04:00,False
SKRE,2024-01-09 00:00:00-05:00,False
XLE,1998-12-22 00:00:00-05:00,True
DJAN,2021-01-19 00:00:00-05:00,False
QCLR,2021-08-26 00:00:00-04:00,False
GOVI,2007-10-11 00:00:00-04:00,True
TIP,2003-12-05 00:00:00-05:00,True
FSYD,2022-02-17 00:00:00-05:00,False
KNGZ,2017-06-26 00:00:00-04:00,False
YYY,2012-06-12 00:00:00-04:00,True
SHNY,2023-02-22 00:00:00-05:00,False
XBJA,2022-01-03 00:00:00-05:00,False
DIVZ,2021-01-28 00:00:00-05:00,False
PTIN,2019-05-06 00:00:00-04:00,False
SMLF,2015-04-30 00:00:00-04:00,False
IYT,2004-01-02 00:00:00-05:00,True
CPSM,2024-05-01 00:00:00-04:00,False
GVI,2007-01-11 00:00:00-05:00,True
VIG,2006-05-02 00:00:00-04:00,True
DWSH,2018-07-11 00:00:00-04:00,False
MVRL,2020-06-08 00:00:00-04:00,False
MCH,2022-07-14 00:00:00-04:00,False
ZSL,2008-12-03 00:00:00-05:00,True
BBHY,2016-09-15 00:00:00-04:00,False
IBHI,2022-03-10 00:00:00-05:00,False
KMET,2022-10-13 00:00:00-04:00,False
PGF,2006-12-01 00:00:00-05:00,True
HYXF,2016-06-17 00:00:00-04:00,False
FLTW,2017-12-18 00:00:00-05:00,False
VIDI,2013-10-30 00:00:00-04:00,True
ZIG,2019-05-15 00:00:00-04:00,False
ASMF,2024-05-16 00:00:00-04:00,False
TDTT,2011-09-23 00:00:00-04:00,True
KURE,2018-02-01 00:00:00-05:00,False
HDMV,2016-08-29 00:00:00-04:00,False
USFR,2014-02-04 00:00:00-05:00,True
BKIE,2020-04-24 00:00:00-04:00,False
QOWZ,2023-12-06 00:00:00-05:00,False
SCMB,2022-10-12 00:00:00-04:00,False
USMC,2017-10-12 00:00:00-04:00,False
MCSE,2022-10-31 00:00:00-04:00,False
GENM,2024-05-22 00:00:00-04:00,False
PFFV,2020-06-25 00:00:00-04:00,False
SSXU,2022-07-01 00:00:00-04:00,False
ARKB,2024-01-11 00:00:00-05:00,False
FIDU,2013-10-24 00:00:00-04:00,True
IBTO,2023-07-03 00:00:00-04:00,False
LJAN,2024-01-02 00:00:00-05:00,False
LNGZ,2024-03-13 00:00:00-04:00,False
GOVT,2012-02-24 00:00:00-05:00,True
MVFD,2024-03-13 00:00:00-04:00,False
EIPX,2022-11-03 00:00:00-04:00,False
BAR,2017-09-01 00:00:00-04:00,False
GSSC,2017-07-10 00:00:00-04:00,False
IBIJ,2023-09-22 00:00:00-04:00,False
NRGD,2019-04-10 00:00:00-04:00,False
FINE,2024-03-13 00:00:00-04:00,False
FTCB,2023-11-08 00:00:00-05:00,False
PAPR,2019-04-01 00:00:00-04:00,False
KOCT,2019-10-01 00:00:00-04:00,False
RLY,2012-04-26 00:00:00-04:00,True
TMF,2009-04-16 00:00:00-04:00,True
DTH,2006-06-16 00:00:00-04:00,True
HYTR,2020-01-22 00:00:00-05:00,False
AGZ,2008-11-11 00:00:00-05:00,True
ICSH,2013-12-16 00:00:00-05:00,True
ARKA,2023-11-14 00:00:00-05:00,False
PGHY,2013-06-21 00:00:00-04:00,True
PCEF,2010-02-19 00:00:00-05:00,True
IEO,2006-05-05 00:00:00-04:00,True
CCMG,2024-01-22 00:00:00-05:00,False
FPEI,2017-08-23 00:00:00-04:00,False
NRSH,2023-12-04 00:00:00-05:00,False
FCSH,2021-12-17 00:00:00-05:00,False
EDOG,2014-03-28 00:00:00-04:00,True
SFY,2019-04-11 00:00:00-04:00,False
SIXA,2020-05-11 00:00:00-04:00,False
BSMT,2019-09-25 00:00:00-04:00,False
SPGM,2012-03-05 00:00:00-05:00,True
TECL,2008-12-30 00:00:00-05:00,True
WTID,2023-02-15 00:00:00-05:00,False
WDIV,2013-05-30 00:00:00-04:00,True
XUSP,2022-08-11 00:00:00-04:00,False
VIOV,2010-09-09 00:00:00-04:00,True
BYLD,2014-04-24 00:00:00-04:00,True
CFCV,2020-06-02 00:00:00-04:00,False
IVEG,2022-04-27 00:00:00-04:00,False
BCIM,2021-09-24 00:00:00-04:00,False
IGOV,2009-01-30 00:00:00-05:00,True
IPAC,2014-06-12 00:00:00-04:00,True
FJAN,2021-01-19 00:00:00-05:00,False
JULZ,2020-07-02 00:00:00-04:00,False
PSCJ,2021-07-01 00:00:00-04:00,False
BITC,2023-03-21 00:00:00-04:00,False
RVRB,2022-11-04 00:00:00-04:00,False
EWJV,2019-03-07 00:00:00-05:00,False
EWA,1996-03-18 00:00:00-05:00,True
GCC,2008-01-24 00:00:00-05:00,True
IBHJ,2023-06-26 00:00:00-04:00,False
DVAL,2022-10-31 00:00:00-04:00,False
SFIG,2016-04-27 00:00:00-04:00,False
IBAT,2024-03-25 00:00:00-04:00,False
MMSC,2021-10-14 00:00:00-04:00,False
QVMM,2021-06-30 00:00:00-04:00,False
ESGD,2016-08-25 00:00:00-04:00,False
DVDN,2023-11-02 00:00:00-04:00,False
SCHA,2009-11-03 00:00:00-05:00,True
XHB,2006-02-06 00:00:00-05:00,True
DFCF,2021-11-16 00:00:00-05:00,False
YBIT,2024-04-23 00:00:00-04:00,False
FXP,2007-11-08 00:00:00-05:00,True
RNEW,2022-10-20 00:00:00-04:00,False
IXC,2001-11-26 00:00:00-05:00,True
XPP,2009-06-04 00:00:00-04:00,True
HOMZ,2019-03-20 00:00:00-04:00,False
IWO,2000-07-28 00:00:00-04:00,True
XBIL,2023-03-07 00:00:00-05:00,False
PYPY,2023-09-26 00:00:00-04:00,False
SETH,2023-11-06 00:00:00-05:00,False
LVHD,2015-12-29 00:00:00-05:00,False
EYLD,2016-07-14 00:00:00-04:00,False
CA,2023-12-19 00:00:00-05:00,False
GOAU,2017-06-29 00:00:00-04:00,False
RWR,2001-08-27 00:00:00-04:00,True
AFIF,2018-10-02 00:00:00-04:00,False
CWS,2016-09-21 00:00:00-04:00,False
VAMO,2015-09-09 00:00:00-04:00,False
SMTH,2023-12-06 00:00:00-05:00,False
CRPT,2021-09-21 00:00:00-04:00,False
XSHQ,2017-04-11 00:00:00-04:00,False
DFAT,2021-06-14 00:00:00-04:00,False
TIME,2022-01-28 00:00:00-05:00,False
JLQD,2021-09-09 00:00:00-04:00,False
JXI,2006-09-22 00:00:00-04:00,True
BIL,2007-05-30 00:00:00-04:00,True
YALL,2022-10-11 00:00:00-04:00,False
APRP,2024-04-01 00:00:00-04:00,False
LITP,2023-02-02 00:00:00-05:00,False
NANC,2023-02-07 00:00:00-05:00,False
FTXN,2016-09-23 00:00:00-04:00,False
NUBD,2017-10-03 00:00:00-04:00,False
PHYS,2010-02-26 00:00:00-05:00,True
DIVS,2021-04-01 00:00:00-04:00,False
INTL,2022-12-02 00:00:00-05:00,False
FAS,2008-11-19 00:00:00-05:00,True
JNK,2007-12-04 00:00:00-05:00,True
FHLC,2013-10-24 00:00:00-04:00,True
ARVR,2022-04-20 00:00:00-04:00,False
IBTH,2020-02-28 00:00:00-05:00,False
SPDG,2023-09-13 00:00:00-04:00,False
OSCV,2018-07-18 00:00:00-04:00,False
IVW,2000-05-26 00:00:00-04:00,True
IYM,2000-06-20 00:00:00-04:00,True
NTZG,2022-06-24 00:00:00-04:00,False
QDIV,2018-07-17 00:00:00-04:00,False
XDQQ,2021-04-01 00:00:00-04:00,False
BOIL,2011-10-06 00:00:00-04:00,True
INEQ,2016-07-21 00:00:00-04:00,False
PHYL,2018-09-27 00:00:00-04:00,False
CVY,2006-09-21 00:00:00-04:00,True
ULE,2008-11-25 00:00:00-05:00,True
HYBL,2022-02-17 00:00:00-05:00,False
GUSH,2015-05-29 00:00:00-04:00,False
RSP,2003-05-01 00:00:00-04:00,True
PRMN,2023-12-19 00:00:00-05:00,False
AVGE,2022-09-29 00:00:00-04:00,False
CDX,2022-02-17 00:00:00-05:00,False
EUSB,2020-07-02 00:00:00-04:00,False
NCPB,2024-03-06 00:00:00-05:00,False
IBUY,2016-04-20 00:00:00-04:00,False
BBEM,2023-08-14 00:00:00-04:00,False
ONLN,2018-10-18 00:00:00-04:00,False
SOYB,2011-09-19 00:00:00-04:00,True
UJUL,2018-08-08 00:00:00-04:00,False
RXL,2007-02-01 00:00:00-05:00,True
FDMO,2016-09-15 00:00:00-04:00,False
ARCC,2004-10-05 00:00:00-04:00,True
EV,2023-12-21 00:00:00-05:00,False
TSLZ,2023-10-19 00:00:00-04:00,False
DFNL,2017-01-12 00:00:00-05:00,False
BKCH,2021-07-14 00:00:00-04:00,False
PQTIX,2014-01-06 00:00:00-05:00,True
BGLD,2021-01-21 00:00:00-05:00,False
HOCT,2023-10-02 00:00:00-04:00,False
XLB,1998-12-22 00:00:00-05:00,True
HDRO,2021-03-10 00:00:00-05:00,False
SPLG,2005-11-15 00:00:00-05:00,True
QJUN,2021-06-21 00:00:00-04:00,False
IVRA,2020-12-22 00:00:00-05:00,False
RHTX,2021-11-09 00:00:00-05:00,False
FTWO,2023-08-31 00:00:00-04:00,False
HDGE,2011-01-27 00:00:00-05:00,True
VPU,2004-01-30 00:00:00-05:00,True
CGRO,2023-10-17 00:00:00-04:00,False
IEZ,2006-05-05 00:00:00-04:00,True
PTL,2024-03-26 00:00:00-04:00,False
PYZ,2006-10-12 00:00:00-04:00,True
AIA,2007-11-20 00:00:00-05:00,True
QQQJ,2020-10-13 00:00:00-04:00,False
PTNQ,2015-06-12 00:00:00-04:00,False
PULS,2018-04-10 00:00:00-04:00,False
EUSC,2015-03-04 00:00:00-05:00,False
FAD,2007-05-11 00:00:00-04:00,True
GRN,2019-09-18 00:00:00-04:00,False
NUMG,2016-12-20 00:00:00-05:00,False
SPYT,2024-03-07 00:00:00-05:00,False
IBTK,2020-07-20 00:00:00-04:00,False
FEZ,2002-10-21 00:00:00-04:00,True
IYLD,2012-04-09 00:00:00-04:00,True
GDXY,2024-05-21 00:00:00-04:00,False
IDOG,2013-06-28 00:00:00-04:00,True
JEPY,2023-09-19 00:00:00-04:00,False
MMLG,2020-07-22 00:00:00-04:00,False
RPAR,2019-12-13 00:00:00-05:00,False
CGW,2007-05-14 00:00:00-04:00,True
EWUS,2012-01-26 00:00:00-05:00,True
GCLN,2022-02-10 00:00:00-05:00,False
KRE,2006-06-22 00:00:00-04:00,True
EPP,2001-10-26 00:00:00-04:00,True
TPYP,2015-06-30 00:00:00-04:00,False
IGV,2001-07-17 00:00:00-04:00,True
EAGG,2018-10-23 00:00:00-04:00,False
AVSF,2020-10-15 00:00:00-04:00,False
SPCZ,2022-07-12 00:00:00-04:00,False
VSHY,2016-12-14 00:00:00-05:00,False
UTRE,2023-03-28 00:00:00-04:00,False
AVSU,2022-03-17 00:00:00-04:00,False
BRZU,2013-04-10 00:00:00-04:00,True
CRIT,2022-03-29 00:00:00-04:00,False
KNGS,2024-03-13 00:00:00-04:00,False
MFDX,2017-09-07 00:00:00-04:00,False
IBHF,2020-11-18 00:00:00-05:00,False
HIPS,2015-01-09 00:00:00-05:00,False
EIRL,2010-05-11 00:00:00-04:00,True
SNPE,2019-06-26 00:00:00-04:00,False
GAPR,2023-04-24 00:00:00-04:00,False
UYM,2007-02-01 00:00:00-05:00,True
WINC,2019-02-08 00:00:00-05:00,False
WUGI,2020-03-31 00:00:00-04:00,False
PALL,2010-01-08 00:00:00-05:00,True
FTHI,2014-01-07 00:00:00-05:00,True
ONEO,2015-12-03 00:00:00-05:00,False
XRLX,2023-10-11 00:00:00-04:00,False
TPLC,2019-05-01 00:00:00-04:00,False
CFO,2014-07-02 00:00:00-04:00,False
EMXF,2020-10-13 00:00:00-04:00,False
LRND,2022-02-08 00:00:00-05:00,False
IOO,2000-12-08 00:00:00-05:00,True
SDIV,2011-06-09 00:00:00-04:00,True
GXG,2009-02-09 00:00:00-05:00,True
SPYV,2000-10-02 00:00:00-04:00,True
TSEC,2023-07-19 00:00:00-04:00,False
CARK,2023-12-07 00:00:00-05:00,False
IFED,2021-09-16 00:00:00-04:00,False
CVIE,2023-02-01 00:00:00-05:00,False
MGOV,2023-08-07 00:00:00-04:00,False
RODM,2015-02-27 00:00:00-05:00,False
VXF,2002-01-04 00:00:00-05:00,True
RND,2024-05-02 00:00:00-04:00,False
BECO,2021-08-09 00:00:00-04:00,False
IDEV,2017-03-27 00:00:00-04:00,False
BWZ,2009-01-30 00:00:00-05:00,True
DGP,2008-02-28 00:00:00-05:00,True
SHYD,2014-01-14 00:00:00-05:00,True
AGMI,2024-05-03 00:00:00-04:00,False
HAUS,2022-03-01 00:00:00-05:00,False
COPX,2010-04-20 00:00:00-04:00,True
PSIL,2021-09-16 00:00:00-04:00,False
PST,2008-05-22 00:00:00-04:00,True
CVRT,2023-10-04 00:00:00-04:00,False
EMB,2007-12-19 00:00:00-05:00,True
XB,2022-05-26 00:00:00-04:00,False
DGT,2000-10-02 00:00:00-04:00,True
PIN,2008-03-05 00:00:00-05:00,True
XBOC,2021-10-01 00:00:00-04:00,False
QYLE,2023-02-23 00:00:00-05:00,False
MCHI,2011-03-31 00:00:00-04:00,True
FBZ,2011-04-19 00:00:00-04:00,True
ISZE,2015-07-07 00:00:00-04:00,False
PAWZ,2018-11-09 00:00:00-05:00,False
GLDI,2013-01-29 00:00:00-05:00,True
IAUM,2021-07-01 00:00:00-04:00,False
XPH,2006-06-22 00:00:00-04:00,True
FFSM,2021-02-04 00:00:00-05:00,False
SVOL,2021-05-13 00:00:00-04:00,False
STXT,2023-08-10 00:00:00-04:00,False
EELV,2012-01-13 00:00:00-05:00,True
RWO,2008-05-22 00:00:00-04:00,True
TSLR,2023-08-28 00:00:00-04:00,False
AVEM,2019-09-19 00:00:00-04:00,False
JIVE,2023-09-14 00:00:00-04:00,False
QCON,2021-02-19 00:00:00-05:00,False
IVVB,2023-07-03 00:00:00-04:00,False
EMNT,2019-12-12 00:00:00-05:00,False
IOCT,2021-10-01 00:00:00-04:00,False
SFLR,2022-11-09 00:00:00-05:00,False
AAAU,2018-08-15 00:00:00-04:00,False
HEFA,2014-02-14 00:00:00-05:00,True
FMAG,2021-02-04 00:00:00-05:00,False
CVLC,2023-02-01 00:00:00-05:00,False
VOTE,2021-06-23 00:00:00-04:00,False
ECH,2007-11-20 00:00:00-05:00,True
IBDT,2018-09-20 00:00:00-04:00,False
JPST,2017-05-19 00:00:00-04:00,False
FHYS,2021-12-17 00:00:00-05:00,False
MARB,2020-02-05 00:00:00-05:00,False
QGRO,2018-09-12 00:00:00-04:00,False
DIVY,2021-01-04 00:00:00-05:00,False
CLSE,2022-02-22 00:00:00-05:00,False
ILIT,2023-07-03 00:00:00-04:00,False
OMFL,2017-11-10 00:00:00-05:00,False
JMUB,2018-11-05 00:00:00-05:00,False
SELV,2022-05-18 00:00:00-04:00,False
FXB,2006-06-26 00:00:00-04:00,True
BBP,2014-12-17 00:00:00-05:00,False
IYZ,2000-05-26 00:00:00-04:00,True
FMED,2023-06-12 00:00:00-04:00,False
ARKF,2019-02-04 00:00:00-05:00,False
SSPX,2021-09-13 00:00:00-04:00,False
OWNS,2021-07-27 00:00:00-04:00,False
TAIL,2017-04-06 00:00:00-04:00,False
GOLY,2021-05-18 00:00:00-04:00,False
CPER,2011-11-15 00:00:00-05:00,True
QTJA,2022-01-03 00:00:00-05:00,False
ECLN,2019-08-21 00:00:00-04:00,False
MEMS,2024-01-16 00:00:00-05:00,False
SPYX,2015-12-01 00:00:00-05:00,False
CARY,2022-11-08 00:00:00-05:00,False
GSFP,2021-07-15 00:00:00-04:00,False
QID,2006-07-13 00:00:00-04:00,True
PAB,2021-04-15 00:00:00-04:00,False
SCAP,2023-12-12 00:00:00-05:00,False
GARP,2020-01-16 00:00:00-05:00,False
BITB,2024-01-11 00:00:00-05:00,False
IBTM,2022-07-08 00:00:00-04:00,False
EMQQ,2014-11-17 00:00:00-05:00,False
SPSM,2013-07-09 00:00:00-04:00,True
DISV,2022-03-24 00:00:00-04:00,False
SQQQ,2010-02-11 00:00:00-05:00,True
PSMO,2021-10-04 00:00:00-04:00,False
BUG,2019-11-01 00:00:00-04:00,False
DFIV,2021-09-13 00:00:00-04:00,False
APRT,2020-06-04 00:00:00-04:00,False
SOXQ,2021-06-11 00:00:00-04:00,False
BKLN,2011-03-03 00:00:00-05:00,True
FNY,2011-04-20 00:00:00-04:00,True
FNX,2007-05-10 00:00:00-04:00,True
HEQT,2021-11-02 00:00:00-04:00,False
BITX,2023-06-27 00:00:00-04:00,False
ITAN,2021-06-29 00:00:00-04:00,False
RNEM,2017-07-10 00:00:00-04:00,False
HYFI,2023-05-15 00:00:00-04:00,False
IWM,2000-05-26 00:00:00-04:00,True
QVML,2021-06-30 00:00:00-04:00,False
SPHD,2012-10-26 00:00:00-04:00,True
FCOM,2013-10-24 00:00:00-04:00,True
TXSS,2024-03-13 00:00:00-04:00,False
COPP,2024-03-06 00:00:00-05:00,False
OAIM,2022-09-16 00:00:00-04:00,False
USMV,2011-10-20 00:00:00-04:00,True
RFEU,2016-04-14 00:00:00-04:00,False
SSUS,2020-01-17 00:00:00-05:00,False
FBOT,2023-06-12 00:00:00-04:00,False
FCLD,2021-10-07 00:00:00-04:00,False
CNXT,2014-07-24 00:00:00-04:00,False
VWI,2023-10-05 00:00:00-04:00,False
XYLG,2020-10-05 00:00:00-04:00,False
BBSA,2019-03-13 00:00:00-04:00,False
AVGV,2023-06-29 00:00:00-04:00,False
BILD,2023-12-01 00:00:00-05:00,False
DLS,2006-06-16 00:00:00-04:00,True
HEWG,2014-02-18 00:00:00-05:00,True
ISTB,2012-10-24 00:00:00-04:00,True
MOTE,2021-10-07 00:00:00-04:00,False
VTEC,2024-01-30 00:00:00-05:00,False
PRFZ,2006-09-20 00:00:00-04:00,True
EWG,1996-03-18 00:00:00-05:00,True
BTHM,2021-12-16 00:00:00-05:00,False
PXI,2006-10-12 00:00:00-04:00,True
JANT,2021-01-04 00:00:00-05:00,False
IBMO,2019-04-04 00:00:00-04:00,False
FIGB,2021-03-04 00:00:00-05:00,False
FDV,2022-11-16 00:00:00-05:00,False
IBMN,2018-11-15 00:00:00-05:00,False
BUFB,2022-02-09 00:00:00-05:00,False
ITDF,2023-10-23 00:00:00-04:00,False
SPYG,2000-10-02 00:00:00-04:00,True
STCE,2022-08-04 00:00:00-04:00,False
NFLY,2023-08-08 00:00:00-04:00,False
IVES,2016-03-09 00:00:00-05:00,False
OND,2021-10-29 00:00:00-04:00,False
SPEM,2007-03-23 00:00:00-04:00,True
DFSI,2022-11-02 00:00:00-04:00,False
MAYT,2023-05-01 00:00:00-04:00,False
MVPS,2021-07-21 00:00:00-04:00,False
PSCD,2010-04-07 00:00:00-04:00,True
MAYU,2024-05-01 00:00:00-04:00,False
MBOX,2021-05-05 00:00:00-04:00,False
JGLO,2024-03-13 00:00:00-04:00,False
UCYB,2021-01-21 00:00:00-05:00,False
ARKQ,2014-09-30 00:00:00-04:00,False
DFSB,2022-11-16 00:00:00-05:00,False
HYDB,2017-07-14 00:00:00-04:00,False
FDRV,2021-10-07 00:00:00-04:00,False
TBLL,2017-01-23 00:00:00-05:00,False
EMHC,2021-04-07 00:00:00-04:00,False
MINV,2022-07-14 00:00:00-04:00,False
SHDG,2022-10-25 00:00:00-04:00,False
WIP,2008-03-19 00:00:00-04:00,True
XRT,2006-06-22 00:00:00-04:00,True
BWEB,2022-10-04 00:00:00-04:00,False
MBSD,2014-09-04 00:00:00-04:00,False
ABCS,2023-12-20 00:00:00-05:00,False
FXR,2007-05-10 00:00:00-04:00,True
MFUS,2017-09-07 00:00:00-04:00,False
ASIA,2024-03-13 00:00:00-04:00,False
RFCI,2016-06-17 00:00:00-04:00,False
AMOM,2019-05-21 00:00:00-04:00,False
IEUR,2014-06-12 00:00:00-04:00,True
EFA,2001-08-27 00:00:00-04:00,True
IJJ,2000-07-28 00:00:00-04:00,True
TMV,2009-04-16 00:00:00-04:00,True
SHUS,2021-06-22 00:00:00-04:00,False
BULZ,2021-08-18 00:00:00-04:00,False
QUVU,2023-10-16 00:00:00-04:00,False
SDG,2016-04-22 00:00:00-04:00,False
SCDL,2021-02-09 00:00:00-05:00,False
FSIG,2021-11-18 00:00:00-05:00,False
ANGL,2012-04-11 00:00:00-04:00,True
PXF,2007-06-25 00:00:00-04:00,True
FYLG,2022-11-23 00:00:00-05:00,False
IHDG,2014-05-07 00:00:00-04:00,True
RNWZ,2022-12-09 00:00:00-05:00,False
TFI,2007-09-13 00:00:00-04:00,True
GEM,2015-09-29 00:00:00-04:00,False
TLTD,2012-10-02 00:00:00-04:00,True
LRGE,2017-05-31 00:00:00-04:00,False
FDCF,2023-06-15 00:00:00-04:00,False
FEBT,2023-02-01 00:00:00-05:00,False
EWQ,1996-03-18 00:00:00-05:00,True
DHS,2006-06-16 00:00:00-04:00,True
USG,2021-11-03 00:00:00-04:00,False
SFYX,2019-04-11 00:00:00-04:00,False
FREL,2015-02-05 00:00:00-05:00,False
FXE,2005-12-12 00:00:00-05:00,True
EDV,2008-01-29 00:00:00-05:00,True
IRTR,2024-06-04 00:00:00-04:00,False
JHDV,2022-09-30 00:00:00-04:00,False
TPOR,2017-05-03 00:00:00-04:00,False
CVMC,2023-02-01 00:00:00-05:00,False
USE,2023-05-04 00:00:00-04:00,False
FBY,2023-07-28 00:00:00-04:00,False
SAA,2007-01-25 00:00:00-05:00,True
ASET,2015-12-08 00:00:00-05:00,False
SPXE,2015-09-24 00:00:00-04:00,False
VMBS,2009-11-23 00:00:00-05:00,True
SUB,2008-11-19 00:00:00-05:00,True
IPDP,2022-03-07 00:00:00-05:00,False
MAYP,2024-05-01 00:00:00-04:00,False
BABX,2022-12-13 00:00:00-05:00,False
XDAP,2021-04-01 00:00:00-04:00,False
AUMI,2023-12-13 00:00:00-05:00,False
IUSV,2000-08-04 00:00:00-04:00,True
JSMD,2016-02-25 00:00:00-05:00,False
KRMA,2016-07-12 00:00:00-04:00,False
DDWM,2016-02-04 00:00:00-05:00,False
KBWR,2011-11-01 00:00:00-04:00,True
PSCM,2010-04-07 00:00:00-04:00,True
AGNG,2016-05-10 00:00:00-04:00,False
AHYB,2021-11-18 00:00:00-05:00,False
RSSL,2024-06-05 00:00:00-04:00,False
BLKC,2021-10-07 00:00:00-04:00,False
XVV,2020-09-25 00:00:00-04:00,False
XJR,2020-09-25 00:00:00-04:00,False
AVIG,2020-10-15 00:00:00-04:00,False
EOCT,2021-10-01 00:00:00-04:00,False
YINN,2009-12-03 00:00:00-05:00,True
FEBW,2023-02-01 00:00:00-05:00,False
JRE,2021-06-23 00:00:00-04:00,False
IBGK,2024-06-12 00:00:00-04:00,False
XHYD,2022-02-17 00:00:00-05:00,False
DIEM,2016-06-03 00:00:00-04:00,False
FTDS,2014-12-23 00:00:00-05:00,False
FESM,2023-11-20 00:00:00-05:00,False
BSMV,2021-09-21 00:00:00-04:00,False
IGE,2001-11-26 00:00:00-05:00,True
PID,2005-09-15 00:00:00-04:00,True
RFEM,2016-06-15 00:00:00-04:00,False
RTRE,2024-06-03 00:00:00-04:00,False
SURE,2011-10-05 00:00:00-04:00,True
KALL,2018-08-01 00:00:00-04:00,False
MILN,2016-05-06 00:00:00-04:00,False
SHYL,2018-01-10 00:00:00-05:00,False
FFEB,2020-02-24 00:00:00-05:00,False
HART,2021-01-14 00:00:00-05:00,False
BLCV,2023-05-23 00:00:00-04:00,False
WBIG,2014-08-27 00:00:00-04:00,False
MXI,2006-09-22 00:00:00-04:00,True
AGRH,2022-07-01 00:00:00-04:00,False
CSB,2015-07-29 00:00:00-04:00,False
HELX,2020-02-27 00:00:00-05:00,False
MINO,2021-09-10 00:00:00-04:00,False
GDXD,2020-12-03 00:00:00-05:00,False
PUI,2005-10-26 00:00:00-04:00,True
WCEO,2023-01-09 00:00:00-05:00,False
FLQS,2017-04-28 00:00:00-04:00,False
VTV,2004-01-30 00:00:00-05:00,True
EVLN,2024-02-08 00:00:00-05:00,False
ITB,2006-05-05 00:00:00-04:00,True
PVAL,2021-05-26 00:00:00-04:00,False
TSLQ,2022-07-14 00:00:00-04:00,False
KSTR,2021-02-01 00:00:00-05:00,False
PBJ,2005-06-23 00:00:00-04:00,True
MIG,2020-12-02 00:00:00-05:00,False
HODL,2024-01-11 00:00:00-05:00,False
RTAI,2020-10-21 00:00:00-04:00,False
FEIG,2021-09-21 00:00:00-04:00,False
VFMO,2018-02-16 00:00:00-05:00,False
PTMC,2015-06-12 00:00:00-04:00,False
DMAR,2021-03-22 00:00:00-04:00,False
AMPD,2023-05-19 00:00:00-04:00,False
BBSB,2023-04-20 00:00:00-04:00,False
EMLC,2010-07-23 00:00:00-04:00,True
SDCP,2023-11-16 00:00:00-05:00,False
BMVP,2003-05-01 00:00:00-04:00,True
KNG,2018-03-27 00:00:00-04:00,False
OVS,2019-10-01 00:00:00-04:00,False
BKHY,2020-04-24 00:00:00-04:00,False
CANC,2023-08-14 00:00:00-04:00,False
AVMU,2020-12-10 00:00:00-05:00,False
PSH,2023-12-26 00:00:00-05:00,False
DES,2006-06-16 00:00:00-04:00,True
MUSI,2021-07-01 00:00:00-04:00,False
ICLN,2008-06-25 00:00:00-04:00,True
MFLX,2016-09-29 00:00:00-04:00,False
CSD,2006-12-15 00:00:00-05:00,True
CGDG,2023-09-28 00:00:00-04:00,False
VLU,2012-10-25 00:00:00-04:00,True
USMF,2017-06-29 00:00:00-04:00,False
RVER,2024-04-03 00:00:00-04:00,False
AMAX,2021-11-15 00:00:00-05:00,False
BITO,2021-10-20 00:00:00-04:00,False
LGRO,2023-08-23 00:00:00-04:00,False
TCHP,2020-08-05 00:00:00-04:00,False
