,Min Date,Over 10 Years
BBBS,2024-01-25 00:00:00-05:00,False
IEV,2000-07-28 00:00:00-04:00,True
NXTV,2024-04-22 00:00:00-04:00,False
FISR,2019-04-03 00:00:00-04:00,False
FDLS,2022-08-24 00:00:00-04:00,False
PULT,2023-01-23 00:00:00-05:00,False
SUSC,2017-07-20 00:00:00-04:00,False
GUSA,2022-04-13 00:00:00-04:00,False
METD,2024-06-11 00:00:00-04:00,False
XDOC,2021-10-01 00:00:00-04:00,False
DNOV,2019-11-18 00:00:00-05:00,False
JEPQ,2022-05-04 00:00:00-04:00,False
BSTP,2022-03-09 00:00:00-05:00,False
DFHY,2020-12-08 00:00:00-05:00,False
ION,2022-12-01 00:00:00-05:00,False
RAYD,2021-12-16 00:00:00-05:00,False
AGZD,2013-12-18 00:00:00-05:00,True
ESGY,2020-01-21 00:00:00-05:00,False
FELG,2023-11-20 00:00:00-05:00,False
GDEC,2023-12-18 00:00:00-05:00,False
SSO,2006-06-21 00:00:00-04:00,True
TAXX,2024-03-14 00:00:00-04:00,False
INDE,2023-09-22 00:00:00-04:00,False
WEEI,2024-05-01 00:00:00-04:00,False
MLPD,2024-05-16 00:00:00-04:00,False
YDEC,2020-12-21 00:00:00-05:00,False
FIXT,2022-06-01 00:00:00-04:00,False
MOTI,2015-07-14 00:00:00-04:00,False
IDAT,2021-06-14 00:00:00-04:00,False
TAGS,2012-03-28 00:00:00-04:00,True
UVXY,2011-10-04 00:00:00-04:00,True
BUFP,2024-06-13 00:00:00-04:00,False
BNE,2020-12-09 00:00:00-05:00,False
IHE,2006-05-05 00:00:00-04:00,True
TIPZ,2009-09-09 00:00:00-04:00,True
ACWI,2008-03-28 00:00:00-04:00,True
APMU,2023-05-03 00:00:00-04:00,False
PJAN,2019-01-03 00:00:00-05:00,False
IBTI,2020-02-28 00:00:00-05:00,False
HYGV,2018-07-18 00:00:00-04:00,False
DRIP,2015-05-29 00:00:00-04:00,False
SHM,2007-10-18 00:00:00-04:00,True
AMUB,2015-12-08 00:00:00-05:00,False
IMSI,2022-12-12 00:00:00-05:00,False
UNIY,2023-02-07 00:00:00-05:00,False
USSE,2023-08-30 00:00:00-04:00,False
PWV,2005-03-03 00:00:00-05:00,True
SQLV,2017-07-13 00:00:00-04:00,False
INTF,2015-05-04 00:00:00-04:00,False
AVUS,2019-09-26 00:00:00-04:00,False
EMTY,2017-11-16 00:00:00-05:00,False
FTBD,2023-01-26 00:00:00-05:00,False
OALC,2021-11-16 00:00:00-05:00,False
FNGG,2021-09-30 00:00:00-04:00,False
TLTE,2012-10-02 00:00:00-04:00,True
PSET,2016-03-22 00:00:00-04:00,False
XBJL,2021-07-01 00:00:00-04:00,False
XOP,2006-06-22 00:00:00-04:00,True
CSM,2009-07-14 00:00:00-04:00,True
UVIX,2022-03-30 00:00:00-04:00,False
GSIE,2015-11-10 00:00:00-05:00,False
LOPP,2021-02-04 00:00:00-05:00,False
MBSF,2024-02-28 00:00:00-05:00,False
PDEC,2019-12-02 00:00:00-05:00,False
NEAR,2013-10-03 00:00:00-04:00,True
AIQ,2018-05-16 00:00:00-04:00,False
PJUN,2019-06-03 00:00:00-04:00,False
PPLT,2010-01-08 00:00:00-05:00,True
FMF,2013-08-02 00:00:00-04:00,True
SDOG,2012-07-16 00:00:00-04:00,True
BKMC,2020-04-14 00:00:00-04:00,False
PCGG,2023-08-30 00:00:00-04:00,False
UPV,2010-05-07 00:00:00-04:00,True
JMBS,2018-09-13 00:00:00-04:00,False
MDY,1995-05-04 00:00:00-04:00,True
NZUS,2022-04-18 00:00:00-04:00,False
SYNB,2022-09-30 00:00:00-04:00,False
KEUA,2021-10-05 00:00:00-04:00,False
DFNV,2020-12-08 00:00:00-05:00,False
MSFL,2024-03-25 00:00:00-04:00,False
GSY,2008-02-12 00:00:00-05:00,True
NETZ,2022-02-03 00:00:00-05:00,False
BNDC,2016-12-13 00:00:00-05:00,False
UGA,2008-02-28 00:00:00-05:00,True
DTEC,2017-12-29 00:00:00-05:00,False
DFGX,2023-11-08 00:00:00-05:00,False
DMBS,2023-04-06 00:00:00-04:00,False
FNOV,2019-11-18 00:00:00-05:00,False
IVAL,2014-12-17 00:00:00-05:00,False
RNSC,2017-06-26 00:00:00-04:00,False
MTUM,2013-04-18 00:00:00-04:00,True
VPLS,2023-12-07 00:00:00-05:00,False
DVYE,2012-02-24 00:00:00-05:00,True
MCHS,2024-01-11 00:00:00-05:00,False
IRBO,2018-06-28 00:00:00-04:00,False
CNBS,2019-07-23 00:00:00-04:00,False
IWY,2009-09-28 00:00:00-04:00,True
BALT,2021-07-01 00:00:00-04:00,False
SAUG,2023-08-21 00:00:00-04:00,False
DIM,2006-06-16 00:00:00-04:00,True
FORH,2021-04-30 00:00:00-04:00,False
NSCR,2024-03-07 00:00:00-05:00,False
PDN,2007-09-28 00:00:00-04:00,True
GINX,2024-02-29 00:00:00-05:00,False
NVIR,2023-02-22 00:00:00-05:00,False
KONG,2021-07-22 00:00:00-04:00,False
NUSC,2016-12-16 00:00:00-05:00,False
SPXU,2009-06-25 00:00:00-04:00,True
MVPL,2024-02-28 00:00:00-05:00,False
USFI,2023-07-27 00:00:00-04:00,False
CDL,2015-07-08 00:00:00-04:00,False
IBMR,2023-05-15 00:00:00-04:00,False
QXQ,2024-06-14 00:00:00-04:00,False
CCRV,2020-09-03 00:00:00-04:00,False
BSCO,2014-09-19 00:00:00-04:00,False
AMNA,2020-06-29 00:00:00-04:00,False
MNTL,2024-01-24 00:00:00-05:00,False
NULV,2017-01-10 00:00:00-05:00,False
EPV,2009-06-19 00:00:00-04:00,True
SPFF,2012-07-19 00:00:00-04:00,True
RSPG,2006-11-07 00:00:00-05:00,True
EUO,2008-11-25 00:00:00-05:00,True
FLSA,2018-10-11 00:00:00-04:00,False
BIBL,2017-10-31 00:00:00-04:00,False
BBLB,2023-05-02 00:00:00-04:00,False
VTHR,2010-09-22 00:00:00-04:00,True
BSCV,2021-09-16 00:00:00-04:00,False
ESPO,2018-10-17 00:00:00-04:00,False
FITE,2017-12-27 00:00:00-05:00,False
PBL,2022-12-22 00:00:00-05:00,False
RISN,2020-07-17 00:00:00-04:00,False
TYA,2021-09-28 00:00:00-04:00,False
DRLL,2022-08-09 00:00:00-04:00,False
TBIL,2022-08-09 00:00:00-04:00,False
IDUB,2021-07-23 00:00:00-04:00,False
USTB,2017-10-27 00:00:00-04:00,False
FFLG,2021-02-04 00:00:00-05:00,False
TTAC,2016-09-28 00:00:00-04:00,False
UYG,2007-02-01 00:00:00-05:00,True
SIJ,2007-02-01 00:00:00-05:00,True
VB,2004-01-30 00:00:00-05:00,True
DDIV,2014-03-11 00:00:00-04:00,True
VIRS,2020-06-29 00:00:00-04:00,False
SCLZ,2024-02-27 00:00:00-05:00,False
IWFH,2020-10-02 00:00:00-04:00,False
BITQ,2021-05-12 00:00:00-04:00,False
IBTF,2020-02-28 00:00:00-05:00,False
EJAN,2020-01-02 00:00:00-05:00,False
FTXL,2016-09-21 00:00:00-04:00,False
INDY,2009-11-20 00:00:00-05:00,True
UBR,2010-05-07 00:00:00-04:00,True
BATT,2018-06-06 00:00:00-04:00,False
SPRX,2021-08-04 00:00:00-04:00,False
TMSL,2023-06-16 00:00:00-04:00,False
VAW,2004-01-30 00:00:00-05:00,True
ADPV,2022-11-04 00:00:00-04:00,False
AIBU,2024-05-15 00:00:00-04:00,False
IZRL,2017-12-05 00:00:00-05:00,False
GTIP,2018-10-18 00:00:00-04:00,False
BBIP,2023-05-11 00:00:00-04:00,False
LEMB,2011-10-20 00:00:00-04:00,True
GQI,2023-12-13 00:00:00-05:00,False
VEA,2007-07-26 00:00:00-04:00,True
FFTY,2015-04-09 00:00:00-04:00,False
WDNA,2021-06-03 00:00:00-04:00,False
FDVV,2016-09-15 00:00:00-04:00,False
MGMT,2020-12-07 00:00:00-05:00,False
GDVD,2022-03-31 00:00:00-04:00,False
FXC,2006-06-26 00:00:00-04:00,True
DFEM,2022-04-27 00:00:00-04:00,False
PSCF,2010-04-07 00:00:00-04:00,True
HJAN,2024-01-02 00:00:00-05:00,False
SDOW,2010-02-11 00:00:00-05:00,True
IDRV,2019-04-18 00:00:00-04:00,False
BBBL,2024-01-26 00:00:00-05:00,False
URNM,2019-12-04 00:00:00-05:00,False
EPRF,2016-05-24 00:00:00-04:00,False
PSFO,2021-10-01 00:00:00-04:00,False
XC,2022-09-22 00:00:00-04:00,False
IXP,2001-11-26 00:00:00-05:00,True
FPXE,2018-10-18 00:00:00-04:00,False
JHMM,2015-09-29 00:00:00-04:00,False
SPTI,2007-05-30 00:00:00-04:00,True
COWZ,2016-12-22 00:00:00-05:00,False
AMZD,2022-09-08 00:00:00-04:00,False
GXTG,2019-11-04 00:00:00-05:00,False
IBTJ,2020-02-28 00:00:00-05:00,False
TBJL,2020-08-31 00:00:00-04:00,False
DFLV,2022-12-07 00:00:00-05:00,False
AGGY,2015-07-09 00:00:00-04:00,False
COMB,2017-07-14 00:00:00-04:00,False
GOVZ,2020-09-25 00:00:00-04:00,False
IMCB,2004-07-13 00:00:00-04:00,True
JMHI,2023-07-17 00:00:00-04:00,False
DECP,2024-06-13 00:00:00-04:00,False
DUG,2007-02-01 00:00:00-05:00,True
IUSB,2014-06-12 00:00:00-04:00,True
CCEF,2024-01-16 00:00:00-05:00,False
MOHR,2021-11-03 00:00:00-04:00,False
CRSH,2024-05-02 00:00:00-04:00,False
IGTR,2022-11-17 00:00:00-05:00,False
YJUN,2021-06-22 00:00:00-04:00,False
ARKG,2014-10-31 00:00:00-04:00,False
VUG,2004-01-30 00:00:00-05:00,True
IBLC,2022-04-27 00:00:00-04:00,False
STBF,2024-04-10 00:00:00-04:00,False
XDAT,2021-01-14 00:00:00-05:00,False
BINC,2023-05-23 00:00:00-04:00,False
CNCR,2015-10-14 00:00:00-04:00,False
EEMD,2017-11-30 00:00:00-05:00,False
VIOG,2010-09-09 00:00:00-04:00,True
DRUP,2019-10-07 00:00:00-04:00,False
JMEE,2022-05-09 00:00:00-04:00,False
PALC,2020-06-25 00:00:00-04:00,False
PBUS,2017-09-25 00:00:00-04:00,False
QDPL,2021-07-27 00:00:00-04:00,False
BUFQ,2022-06-16 00:00:00-04:00,False
STRV,2022-09-15 00:00:00-04:00,False
DAT,2021-09-30 00:00:00-04:00,False
SMB,2008-02-28 00:00:00-05:00,True
UCIB,2015-10-09 00:00:00-04:00,False
SPTS,2011-12-01 00:00:00-05:00,True
DFEB,2020-02-24 00:00:00-05:00,False
NBDS,2022-04-07 00:00:00-04:00,False
SRTY,2010-02-11 00:00:00-05:00,True
LQIG,2022-05-12 00:00:00-04:00,False
EMFQ,2019-01-30 00:00:00-05:00,False
GLD,2004-11-18 00:00:00-05:00,True
HAPS,2023-04-14 00:00:00-04:00,False
KJAN,2020-01-02 00:00:00-05:00,False
EFV,2005-08-05 00:00:00-04:00,True
GNR,2010-09-14 00:00:00-04:00,True
SPIP,2007-05-30 00:00:00-04:00,True
ISPY,2023-12-20 00:00:00-05:00,False
NTSI,2021-05-21 00:00:00-04:00,False
YMAR,2021-03-22 00:00:00-04:00,False
DVND,2022-08-05 00:00:00-04:00,False
RPG,2006-03-07 00:00:00-05:00,True
THYF,2022-10-26 00:00:00-04:00,False
BALI,2023-09-28 00:00:00-04:00,False
SMMD,2017-07-10 00:00:00-04:00,False
BEDZ,2021-04-21 00:00:00-04:00,False
RZV,2006-03-07 00:00:00-05:00,True
GSST,2019-04-17 00:00:00-04:00,False
CPAI,2023-11-29 00:00:00-05:00,False
GVUS,2024-03-13 00:00:00-04:00,False
PEJ,2005-06-23 00:00:00-04:00,True
PFFA,2018-05-16 00:00:00-04:00,False
OILD,2021-11-09 00:00:00-05:00,False
MVPA,2024-01-31 00:00:00-05:00,False
PRNT,2016-07-20 00:00:00-04:00,False
CGGO,2022-02-24 00:00:00-05:00,False
KDIV,2022-09-15 00:00:00-04:00,False
SCHQ,2019-10-11 00:00:00-04:00,False
FDLO,2016-09-15 00:00:00-04:00,False
ALUM,2023-10-06 00:00:00-04:00,False
FFND,2021-08-25 00:00:00-04:00,False
SIHY,2021-09-16 00:00:00-04:00,False
GLIN,2010-08-25 00:00:00-04:00,True
HTRB,2017-09-28 00:00:00-04:00,False
MDCP,2021-10-05 00:00:00-04:00,False
MEDI,2022-11-17 00:00:00-05:00,False
MOTG,2018-10-31 00:00:00-04:00,False
ILF,2001-10-26 00:00:00-04:00,True
AOHY,2024-02-20 00:00:00-05:00,False
BRF,2009-05-14 00:00:00-04:00,True
PEZ,2006-10-12 00:00:00-04:00,True
FEMS,2012-02-17 00:00:00-05:00,True
INAV,2024-01-31 00:00:00-05:00,False
GIGB,2017-06-08 00:00:00-04:00,False
JANZ,2021-01-05 00:00:00-05:00,False
TSPA,2021-06-14 00:00:00-04:00,False
WFHY,2016-04-27 00:00:00-04:00,False
EFAV,2011-10-20 00:00:00-04:00,True
SDD,2007-01-25 00:00:00-05:00,True
BSCP,2015-10-09 00:00:00-04:00,False
POWA,2006-12-15 00:00:00-05:00,True
DFGP,2023-11-10 00:00:00-05:00,False
PVI,2007-11-15 00:00:00-05:00,True
USL,2007-12-06 00:00:00-05:00,True
BBIN,2019-12-09 00:00:00-05:00,False
STXM,2024-04-11 00:00:00-04:00,False
SCYB,2023-07-11 00:00:00-04:00,False
SARK,2021-11-09 00:00:00-05:00,False
BFEB,2020-02-03 00:00:00-05:00,False
XBI,2006-02-06 00:00:00-05:00,True
ZALT,2023-10-02 00:00:00-04:00,False
STIP,2010-12-03 00:00:00-05:00,True
BUL,2019-05-06 00:00:00-04:00,False
PBDE,2024-05-24 00:00:00-04:00,False
RSPM,2006-11-07 00:00:00-05:00,True
SLV,2006-04-28 00:00:00-04:00,True
BAMB,2024-03-13 00:00:00-04:00,False
MRNY,2023-10-24 00:00:00-04:00,False
QPFF,2021-02-19 00:00:00-05:00,False
FXD,2007-05-10 00:00:00-04:00,True
EVHY,2023-10-19 00:00:00-04:00,False
UOCT,2018-10-01 00:00:00-04:00,False
APIE,2023-05-03 00:00:00-04:00,False
DCRE,2023-04-04 00:00:00-04:00,False
MSFU,2022-09-07 00:00:00-04:00,False
TAFL,2023-12-13 00:00:00-05:00,False
YSEP,2021-09-21 00:00:00-04:00,False
HYMB,2011-04-14 00:00:00-04:00,True
FTRB,2024-01-04 00:00:00-05:00,False
FELC,2023-11-20 00:00:00-05:00,False
XSLV,2013-02-15 00:00:00-05:00,True
QTR,2021-08-26 00:00:00-04:00,False
RINF,2012-01-12 00:00:00-05:00,True
OIH,2001-02-26 00:00:00-05:00,True
SUPP,2023-02-15 00:00:00-05:00,False
KBE,2005-11-15 00:00:00-05:00,True
IHF,2006-05-05 00:00:00-04:00,True
JIRE,2022-06-15 00:00:00-04:00,False
XONE,2022-09-16 00:00:00-04:00,False
HSRT,2018-05-31 00:00:00-04:00,False
NAIL,2015-08-19 00:00:00-04:00,False
XES,2006-06-22 00:00:00-04:00,True
SMHB,2018-11-09 00:00:00-05:00,False
SEA,2022-01-20 00:00:00-05:00,False
ISCF,2015-05-01 00:00:00-04:00,False
JVAL,2017-11-09 00:00:00-05:00,False
LOCT,2023-10-02 00:00:00-04:00,False
FBUF,2024-04-11 00:00:00-04:00,False
MYLD,2024-01-04 00:00:00-05:00,False
XLU,1998-12-22 00:00:00-05:00,True
NTSX,2018-08-02 00:00:00-04:00,False
EKG,2022-03-23 00:00:00-04:00,False
CBSE,2020-11-13 00:00:00-05:00,False
XJH,2020-09-25 00:00:00-04:00,False
AVSE,2022-03-30 00:00:00-04:00,False
NSCS,2021-08-05 00:00:00-04:00,False
JBBB,2022-01-12 00:00:00-05:00,False
PLTM,2018-02-05 00:00:00-05:00,False
SWAN,2018-11-06 00:00:00-05:00,False
IYK,2000-06-16 00:00:00-04:00,True
WTMF,2011-01-05 00:00:00-05:00,True
ASHS,2014-05-21 00:00:00-04:00,True
PRFD,2023-01-19 00:00:00-05:00,False
EMHY,2012-04-03 00:00:00-04:00,True
QQEW,2006-05-02 00:00:00-04:00,True
PICB,2010-06-03 00:00:00-04:00,True
IJK,2000-07-28 00:00:00-04:00,True
IBHG,2021-07-09 00:00:00-04:00,False
JBND,2023-10-12 00:00:00-04:00,False
WUCT,2023-03-28 00:00:00-04:00,False
NJUL,2020-07-02 00:00:00-04:00,False
AIYY,2023-11-28 00:00:00-05:00,False
BRLN,2022-10-06 00:00:00-04:00,False
FMET,2022-04-21 00:00:00-04:00,False
LGH,2019-10-10 00:00:00-04:00,False
AGGH,2022-02-17 00:00:00-05:00,False
FDIS,2013-10-24 00:00:00-04:00,True
INDH,2024-05-09 00:00:00-04:00,False
SCO,2008-11-25 00:00:00-05:00,True
SPTM,2000-10-10 00:00:00-04:00,True
PEMX,2023-05-31 00:00:00-04:00,False
EQWL,2006-12-01 00:00:00-05:00,True
ESGE,2016-07-20 00:00:00-04:00,False
FMAT,2013-10-24 00:00:00-04:00,True
GRNB,2017-03-07 00:00:00-05:00,False
UDN,2007-03-01 00:00:00-05:00,True
EHLS,2024-04-02 00:00:00-04:00,False
FTEC,2013-10-24 00:00:00-04:00,True
CETF,2023-05-02 00:00:00-04:00,False
BDEC,2019-12-02 00:00:00-05:00,False
PAUG,2019-08-06 00:00:00-04:00,False
QVOY,2022-12-07 00:00:00-05:00,False
RBLD,2008-10-17 00:00:00-04:00,True
MAIN,2007-10-09 00:00:00-04:00,True
EEMO,2012-02-24 00:00:00-05:00,True
VONG,2010-09-22 00:00:00-04:00,True
BBAX,2018-08-09 00:00:00-04:00,False
AMJB,2024-03-18 00:00:00-04:00,False
BSJR,2019-09-13 00:00:00-04:00,False
FQAL,2016-09-16 00:00:00-04:00,False
EUFN,2010-02-03 00:00:00-05:00,True
UFIV,2023-03-28 00:00:00-04:00,False
SPYD,2015-10-22 00:00:00-04:00,False
TSL,2022-08-09 00:00:00-04:00,False
IGSB,2007-01-11 00:00:00-05:00,True
IGBH,2015-09-11 00:00:00-04:00,False
SPIB,2009-02-20 00:00:00-05:00,True
FCEF,2016-09-29 00:00:00-04:00,False
ILCG,2004-07-13 00:00:00-04:00,True
JHID,2022-12-21 00:00:00-05:00,False
NUMV,2016-12-20 00:00:00-05:00,False
NUSA,2017-04-03 00:00:00-04:00,False
VOOG,2010-09-09 00:00:00-04:00,True
AAPY,2023-10-27 00:00:00-04:00,False
FHEQ,2024-04-11 00:00:00-04:00,False
USRD,2024-03-13 00:00:00-04:00,False
GLDM,2018-06-26 00:00:00-04:00,False
GRPM,2010-12-08 00:00:00-05:00,True
SEIV,2022-05-18 00:00:00-04:00,False
PBAU,2024-05-10 00:00:00-04:00,False
TOTR,2021-09-29 00:00:00-04:00,False
WEAT,2011-09-19 00:00:00-04:00,True
GSEP,2023-09-18 00:00:00-04:00,False
NORW,2009-08-19 00:00:00-04:00,True
CMBS,2012-02-16 00:00:00-05:00,True
DBEU,2013-10-01 00:00:00-04:00,True
SOCL,2011-11-15 00:00:00-05:00,True
MBND,2021-02-05 00:00:00-05:00,False
DGIN,2022-02-17 00:00:00-05:00,False
XJAN,2024-01-22 00:00:00-05:00,False
EFUT,2023-10-02 00:00:00-04:00,False
IEF,2002-07-30 00:00:00-04:00,True
LSEQ,2023-12-06 00:00:00-05:00,False
FELV,2023-11-20 00:00:00-05:00,False
DSCF,2021-09-20 00:00:00-04:00,False
FAPR,2021-04-19 00:00:00-04:00,False
HYGW,2022-08-22 00:00:00-04:00,False
MKOR,2023-07-18 00:00:00-04:00,False
AQWA,2021-04-12 00:00:00-04:00,False
FSMB,2018-11-27 00:00:00-05:00,False
JULJ,2023-07-03 00:00:00-04:00,False
RDOG,2008-05-22 00:00:00-04:00,True
SCHE,2010-01-14 00:00:00-05:00,True
GURU,2012-06-05 00:00:00-04:00,True
FLEU,2017-11-06 00:00:00-05:00,False
PSCQ,2021-10-04 00:00:00-04:00,False
SPY,1993-01-29 00:00:00-05:00,True
FLIA,2018-06-01 00:00:00-04:00,False
XIDE,2023-12-19 00:00:00-05:00,False
DUHP,2022-02-24 00:00:00-05:00,False
SFYF,2019-05-08 00:00:00-04:00,False
VYM,2006-11-16 00:00:00-05:00,True
IAK,2006-05-05 00:00:00-04:00,True
QMAR,2021-03-22 00:00:00-04:00,False
USXF,2020-06-18 00:00:00-04:00,False
FLRN,2011-12-01 00:00:00-05:00,True
EURL,2014-01-22 00:00:00-05:00,True
PJP,2005-06-23 00:00:00-04:00,True
EYEG,2023-12-13 00:00:00-05:00,False
TSLS,2022-08-10 00:00:00-04:00,False
AVEE,2023-11-15 00:00:00-05:00,False
XBB,2022-05-26 00:00:00-04:00,False
SKOR,2014-11-13 00:00:00-05:00,False
AAPD,2022-08-10 00:00:00-04:00,False
ARB,2020-05-11 00:00:00-04:00,False
BSCU,2020-09-18 00:00:00-04:00,False
IGM,2001-03-19 00:00:00-05:00,True
JPLD,2023-07-31 00:00:00-04:00,False
HTAB,2018-04-19 00:00:00-04:00,False
MUB,2007-09-10 00:00:00-04:00,True
CGCP,2022-02-24 00:00:00-05:00,False
PFLD,2019-11-20 00:00:00-05:00,False
ESIX,2022-01-11 00:00:00-05:00,False
SDVD,2023-08-10 00:00:00-04:00,False
ISRA,2013-06-26 00:00:00-04:00,True
VXUS,2011-01-28 00:00:00-05:00,True
SMDY,2020-01-17 00:00:00-05:00,False
FUTY,2013-10-24 00:00:00-04:00,True
GMET,2021-11-11 00:00:00-05:00,False
PBJA,2024-01-09 00:00:00-05:00,False
FCA,2011-04-21 00:00:00-04:00,True
DCOR,2023-09-13 00:00:00-04:00,False
XFIX,2023-09-05 00:00:00-04:00,False
FNK,2011-04-20 00:00:00-04:00,True
ITDI,2024-06-04 00:00:00-04:00,False
SQEW,2020-05-12 00:00:00-04:00,False
PSCW,2021-04-01 00:00:00-04:00,False
SLYG,2000-10-02 00:00:00-04:00,True
LFEQ,2017-10-09 00:00:00-04:00,False
GVIP,2016-11-11 00:00:00-05:00,False
GBUY,2021-11-11 00:00:00-05:00,False
JOET,2020-11-19 00:00:00-05:00,False
TGRT,2023-06-16 00:00:00-04:00,False
YCL,2008-12-09 00:00:00-05:00,True
NBSM,2024-03-25 00:00:00-04:00,False
GJUL,2023-07-24 00:00:00-04:00,False
CCOR,2017-05-25 00:00:00-04:00,False
CGSD,2022-10-27 00:00:00-04:00,False
GCOR,2020-09-17 00:00:00-04:00,False
OCTP,2024-05-17 00:00:00-04:00,False
ROBT,2018-03-05 00:00:00-05:00,False
HYMU,2021-03-19 00:00:00-04:00,False
JULH,2023-07-03 00:00:00-04:00,False
DMCY,2021-04-01 00:00:00-04:00,False
EWU,1996-03-18 00:00:00-05:00,True
VGLT,2010-01-04 00:00:00-05:00,True
XNOV,2023-11-20 00:00:00-05:00,False
RSPC,2018-11-07 00:00:00-05:00,False
AFMC,2019-12-04 00:00:00-05:00,False
HIBS,2019-11-07 00:00:00-05:00,False
IQRA,2024-03-13 00:00:00-04:00,False
EAFG,2024-03-22 00:00:00-04:00,False
JNEU,2024-06-03 00:00:00-04:00,False
DTD,2006-06-16 00:00:00-04:00,True
XSVN,2022-09-26 00:00:00-04:00,False
FXY,2007-02-13 00:00:00-05:00,True
KSA,2015-09-17 00:00:00-04:00,False
VSS,2009-04-06 00:00:00-04:00,True
MGK,2007-12-27 00:00:00-05:00,True
RXI,2006-09-21 00:00:00-04:00,True
LQAI,2023-11-07 00:00:00-05:00,False
NERD,2019-06-04 00:00:00-04:00,False
SDCI,2018-05-04 00:00:00-04:00,False
GRPZ,2024-04-01 00:00:00-04:00,False
CONY,2023-08-15 00:00:00-04:00,False
IVLU,2015-07-15 00:00:00-04:00,False
MMCA,2021-12-21 00:00:00-05:00,False
NOVZ,2020-11-02 00:00:00-05:00,False
QLVD,2019-07-16 00:00:00-04:00,False
VTWV,2010-09-22 00:00:00-04:00,True
BSJP,2017-09-27 00:00:00-04:00,False
UFO,2019-04-11 00:00:00-04:00,False
FTQI,2014-01-07 00:00:00-05:00,True
IWC,2005-08-16 00:00:00-04:00,True
HDUS,2022-11-17 00:00:00-05:00,False
SQY,2023-10-11 00:00:00-04:00,False
MRCP,2024-03-01 00:00:00-05:00,False
RXD,2007-02-01 00:00:00-05:00,True
ICAP,2021-12-29 00:00:00-05:00,False
IEI,2007-01-11 00:00:00-05:00,True
TUSI,2022-08-10 00:00:00-04:00,False
FEBZ,2021-02-01 00:00:00-05:00,False
FLGB,2017-11-06 00:00:00-05:00,False
IDGT,2001-08-27 00:00:00-04:00,True
CWEB,2016-11-10 00:00:00-05:00,False
KRBN,2020-07-31 00:00:00-04:00,False
KJUN,2024-06-03 00:00:00-04:00,False
XHYH,2022-02-17 00:00:00-05:00,False
CSF,2014-08-01 00:00:00-04:00,False
LUXX,2023-08-23 00:00:00-04:00,False
VNLA,2016-11-22 00:00:00-05:00,False
FRI,2007-05-10 00:00:00-04:00,True
RWX,2006-12-19 00:00:00-05:00,True
HAPY,2022-02-24 00:00:00-05:00,False
OSEA,2022-09-08 00:00:00-04:00,False
EPHE,2010-09-29 00:00:00-04:00,True
BSR,2023-04-18 00:00:00-04:00,False
BCI,2017-03-31 00:00:00-04:00,False
IGLD,2021-03-04 00:00:00-05:00,False
NWLG,2021-08-05 00:00:00-04:00,False
CNRG,2018-10-23 00:00:00-04:00,False
SKYU,2021-01-21 00:00:00-05:00,False
SMDV,2015-02-05 00:00:00-05:00,False
BITU,2024-04-02 00:00:00-04:00,False
CURE,2011-06-15 00:00:00-04:00,True
OILU,2021-11-09 00:00:00-05:00,False
USPX,2016-06-03 00:00:00-04:00,False
STXV,2022-11-11 00:00:00-05:00,False
HYRM,2022-02-10 00:00:00-05:00,False
TPHD,2019-05-01 00:00:00-04:00,False
AUGW,2023-08-01 00:00:00-04:00,False
XMLV,2013-02-15 00:00:00-05:00,True
TJUL,2023-07-18 00:00:00-04:00,False
BRTR,2023-12-14 00:00:00-05:00,False
KBUF,2024-02-08 00:00:00-05:00,False
PSI,2005-06-23 00:00:00-04:00,True
DEMZ,2020-11-04 00:00:00-05:00,False
KORP,2018-01-16 00:00:00-05:00,False
REZ,2007-05-04 00:00:00-04:00,True
FXG,2007-05-10 00:00:00-04:00,True
DOG,2006-06-21 00:00:00-04:00,True
HYDR,2021-07-14 00:00:00-04:00,False
BSCT,2019-09-13 00:00:00-04:00,False
IWMW,2024-03-19 00:00:00-04:00,False
EAOM,2020-06-18 00:00:00-04:00,False
FIBR,2015-02-26 00:00:00-05:00,False
SRHR,2023-11-02 00:00:00-04:00,False
MAGQ,2024-02-29 00:00:00-05:00,False
VEGN,2019-09-10 00:00:00-04:00,False
GBF,2007-01-11 00:00:00-05:00,True
XYLD,2013-06-24 00:00:00-04:00,True
WBIF,2014-08-27 00:00:00-04:00,False
FDND,2024-03-25 00:00:00-04:00,False
EZU,2000-07-31 00:00:00-04:00,True
PY,2016-03-22 00:00:00-04:00,False
BNKD,2019-04-04 00:00:00-04:00,False
DBB,2007-01-05 00:00:00-05:00,True
FCAL,2017-06-27 00:00:00-04:00,False
KDRN,2021-12-21 00:00:00-05:00,False
EXI,2006-09-27 00:00:00-04:00,True
IYC,2000-06-28 00:00:00-04:00,True
EIDO,2010-05-07 00:00:00-04:00,True
PNOV,2019-11-01 00:00:00-04:00,False
RNMC,2017-06-20 00:00:00-04:00,False
SRS,2007-02-01 00:00:00-05:00,True
TBX,2011-04-05 00:00:00-04:00,True
UJB,2011-04-14 00:00:00-04:00,True
HFXI,2015-07-22 00:00:00-04:00,False
FENY,2013-10-24 00:00:00-04:00,True
HF,2023-08-03 00:00:00-04:00,False
OFOS,2024-01-25 00:00:00-05:00,False
NUSI,2019-12-20 00:00:00-05:00,False
TDV,2019-11-07 00:00:00-05:00,False
